,hour,weekday,month,off_cat,cnt
10283,12,Saturday,Mar,Drug/Narcotic Offenses,4
10284,12,Saturday,Mar,Fraud Offenses,17
10285,12,Saturday,Mar,Larceny/Theft Offenses,34
10286,12,Saturday,Mar,Motor Vehicle Theft,2
10287,12,Saturday,Mar,Robbery,2
10288,12,Saturday,Mar,Sex Offenses,4
10289,12,Saturday,Mar,Weapon Law Violations,2
10190,12,Saturday,Apr,Assault Offenses,19
10191,12,Saturday,Apr,Burglary/Breaking & Entering,5
10192,12,Saturday,Apr,Counterfeiting/Forgery,2
10193,12,Saturday,Apr,Destruction/Damage/Vandalism of Property,7
10194,12,Saturday,Apr,Drug/Narcotic Offenses,6
10195,12,Saturday,Apr,Fraud Offenses,13
10196,12,Saturday,Apr,Larceny/Theft Offenses,35
10197,12,Saturday,Apr,Motor Vehicle Theft,4
10198,12,Saturday,Apr,Sex Offenses,2
10199,12,Saturday,Apr,"Sex Offenses, Non-forcible",1
10200,12,Saturday,Apr,Weapon Law Violations,2
10290,12,Saturday,May,Assault Offenses,21
10291,12,Saturday,May,Burglary/Breaking & Entering,8
10292,12,Saturday,May,Counterfeiting/Forgery,1
10293,12,Saturday,May,Destruction/Damage/Vandalism of Property,21
10294,12,Saturday,May,Drug/Narcotic Offenses,5
10295,12,Saturday,May,Extortion/Blackmail,1
10296,12,Saturday,May,Fraud Offenses,13
10297,12,Saturday,May,Kidnapping/Abduction,2
10298,12,Saturday,May,Larceny/Theft Offenses,42
10299,12,Saturday,May,Motor Vehicle Theft,1
10300,12,Saturday,May,Robbery,3
10301,12,Saturday,May,Weapon Law Violations,1
10265,12,Saturday,Jun,Assault Offenses,37
10266,12,Saturday,Jun,Burglary/Breaking & Entering,5
10267,12,Saturday,Jun,Counterfeiting/Forgery,2
10268,12,Saturday,Jun,Destruction/Damage/Vandalism of Property,25
10269,12,Saturday,Jun,Drug/Narcotic Offenses,7
10270,12,Saturday,Jun,Embezzlement,1
10271,12,Saturday,Jun,Fraud Offenses,18
10272,12,Saturday,Jun,Larceny/Theft Offenses,58
10273,12,Saturday,Jun,Motor Vehicle Theft,6
10274,12,Saturday,Jun,Pornography/Obscene Material,1
10275,12,Saturday,Jun,Robbery,2
10276,12,Saturday,Jun,Sex Offenses,3
10277,12,Saturday,Jun,Stolen Property Offenses,2
10278,12,Saturday,Jun,Weapon Law Violations,3
10252,12,Saturday,Jul,Animal Cruelty,1
10253,12,Saturday,Jul,Assault Offenses,27
10254,12,Saturday,Jul,Burglary/Breaking & Entering,6
10255,12,Saturday,Jul,Counterfeiting/Forgery,1
10256,12,Saturday,Jul,Destruction/Damage/Vandalism of Property,22
10257,12,Saturday,Jul,Drug/Narcotic Offenses,10
10258,12,Saturday,Jul,Fraud Offenses,14
10259,12,Saturday,Jul,Kidnapping/Abduction,1
10260,12,Saturday,Jul,Larceny/Theft Offenses,42
10261,12,Saturday,Jul,Motor Vehicle Theft,6
10262,12,Saturday,Jul,Robbery,1
10263,12,Saturday,Jul,Sex Offenses,2
10264,12,Saturday,Jul,Weapon Law Violations,1
10201,12,Saturday,Aug,Arson,1
10202,12,Saturday,Aug,Assault Offenses,33
10203,12,Saturday,Aug,Burglary/Breaking & Entering,5
10204,12,Saturday,Aug,Counterfeiting/Forgery,1
10205,12,Saturday,Aug,Destruction/Damage/Vandalism of Property,23
10206,12,Saturday,Aug,Drug/Narcotic Offenses,5
10207,12,Saturday,Aug,Fraud Offenses,16
10208,12,Saturday,Aug,Kidnapping/Abduction,1
10209,12,Saturday,Aug,Larceny/Theft Offenses,67
10210,12,Saturday,Aug,Motor Vehicle Theft,5
10211,12,Saturday,Aug,Pornography/Obscene Material,1
10212,12,Saturday,Aug,Prostitution Offenses,2
10213,12,Saturday,Aug,Robbery,1
10214,12,Saturday,Aug,Sex Offenses,3
10215,12,Saturday,Aug,Stolen Property Offenses,3
10216,12,Saturday,Aug,Weapon Law Violations,2
10328,12,Saturday,Sep,Assault Offenses,28
10329,12,Saturday,Sep,Burglary/Breaking & Entering,2
10330,12,Saturday,Sep,Counterfeiting/Forgery,3
10331,12,Saturday,Sep,Destruction/Damage/Vandalism of Property,19
10332,12,Saturday,Sep,Drug/Narcotic Offenses,2
10333,12,Saturday,Sep,Fraud Offenses,8
10334,12,Saturday,Sep,Larceny/Theft Offenses,46
10335,12,Saturday,Sep,Motor Vehicle Theft,2
10336,12,Saturday,Sep,Robbery,2
10337,12,Saturday,Sep,"Sex Offenses, Non-forcible",1
10338,12,Saturday,Sep,Stolen Property Offenses,2
10315,12,Saturday,Oct,Assault Offenses,32
10316,12,Saturday,Oct,Burglary/Breaking & Entering,3
10317,12,Saturday,Oct,Counterfeiting/Forgery,1
10318,12,Saturday,Oct,Destruction/Damage/Vandalism of Property,14
10319,12,Saturday,Oct,Drug/Narcotic Offenses,3
10320,12,Saturday,Oct,Extortion/Blackmail,1
10321,12,Saturday,Oct,Fraud Offenses,20
10322,12,Saturday,Oct,Larceny/Theft Offenses,45
10323,12,Saturday,Oct,Motor Vehicle Theft,3
10324,12,Saturday,Oct,Pornography/Obscene Material,1
10325,12,Saturday,Oct,Robbery,1
10326,12,Saturday,Oct,Sex Offenses,1
10327,12,Saturday,Oct,Stolen Property Offenses,2
10302,12,Saturday,Nov,Arson,2
10303,12,Saturday,Nov,Assault Offenses,31
10304,12,Saturday,Nov,Burglary/Breaking & Entering,7
10305,12,Saturday,Nov,Counterfeiting/Forgery,4
10306,12,Saturday,Nov,Destruction/Damage/Vandalism of Property,23
10307,12,Saturday,Nov,Drug/Narcotic Offenses,3
10308,12,Saturday,Nov,Extortion/Blackmail,1
10309,12,Saturday,Nov,Fraud Offenses,22
10310,12,Saturday,Nov,Larceny/Theft Offenses,54
10311,12,Saturday,Nov,Motor Vehicle Theft,6
10312,12,Saturday,Nov,Robbery,3
10313,12,Saturday,Nov,Sex Offenses,1
10314,12,Saturday,Nov,Stolen Property Offenses,1
10217,12,Saturday,Dec,Assault Offenses,31
10218,12,Saturday,Dec,Burglary/Breaking & Entering,6
10219,12,Saturday,Dec,Counterfeiting/Forgery,5
10220,12,Saturday,Dec,Destruction/Damage/Vandalism of Property,23
10221,12,Saturday,Dec,Drug/Narcotic Offenses,6
10222,12,Saturday,Dec,Fraud Offenses,12
10223,12,Saturday,Dec,Larceny/Theft Offenses,40
10224,12,Saturday,Dec,Motor Vehicle Theft,1
10225,12,Saturday,Dec,Stolen Property Offenses,2
10226,12,Saturday,Dec,Weapon Law Violations,1
11498,13,Sunday,Jan,Animal Cruelty,1
11499,13,Sunday,Jan,Assault Offenses,23
11500,13,Sunday,Jan,Burglary/Breaking & Entering,5
11501,13,Sunday,Jan,Destruction/Damage/Vandalism of Property,14
11502,13,Sunday,Jan,Fraud Offenses,8
11503,13,Sunday,Jan,Larceny/Theft Offenses,22
11504,13,Sunday,Jan,Robbery,1
11505,13,Sunday,Jan,Sex Offenses,2
11506,13,Sunday,Jan,Stolen Property Offenses,1
11507,13,Sunday,Jan,Weapon Law Violations,1
11489,13,Sunday,Feb,Assault Offenses,19
11490,13,Sunday,Feb,Burglary/Breaking & Entering,4
11491,13,Sunday,Feb,Destruction/Damage/Vandalism of Property,9
11492,13,Sunday,Feb,Drug/Narcotic Offenses,2
11493,13,Sunday,Feb,Fraud Offenses,4
11494,13,Sunday,Feb,Kidnapping/Abduction,1
11495,13,Sunday,Feb,Larceny/Theft Offenses,37
11496,13,Sunday,Feb,Motor Vehicle Theft,3
11497,13,Sunday,Feb,Weapon Law Violations,1
11527,13,Sunday,Mar,Arson,1
11528,13,Sunday,Mar,Assault Offenses,30
11529,13,Sunday,Mar,Burglary/Breaking & Entering,6
11530,13,Sunday,Mar,Counterfeiting/Forgery,1
11531,13,Sunday,Mar,Destruction/Damage/Vandalism of Property,20
11532,13,Sunday,Mar,Drug/Narcotic Offenses,5
11533,13,Sunday,Mar,Embezzlement,1
11534,13,Sunday,Mar,Fraud Offenses,6
11535,13,Sunday,Mar,Kidnapping/Abduction,1
11536,13,Sunday,Mar,Larceny/Theft Offenses,39
11537,13,Sunday,Mar,Motor Vehicle Theft,1
11538,13,Sunday,Mar,Pornography/Obscene Material,1
11539,13,Sunday,Mar,Robbery,1
11540,13,Sunday,Mar,Sex Offenses,3
11541,13,Sunday,Mar,Weapon Law Violations,1
11456,13,Sunday,Apr,Assault Offenses,18
11457,13,Sunday,Apr,Burglary/Breaking & Entering,8
11458,13,Sunday,Apr,Counterfeiting/Forgery,1
11459,13,Sunday,Apr,Destruction/Damage/Vandalism of Property,15
11460,13,Sunday,Apr,Drug/Narcotic Offenses,1
11461,13,Sunday,Apr,Fraud Offenses,2
11462,13,Sunday,Apr,Kidnapping/Abduction,1
11463,13,Sunday,Apr,Larceny/Theft Offenses,27
11464,13,Sunday,Apr,Motor Vehicle Theft,1
11542,13,Sunday,May,Assault Offenses,28
11543,13,Sunday,May,Burglary/Breaking & Entering,4
11544,13,Sunday,May,Counterfeiting/Forgery,2
11545,13,Sunday,May,Destruction/Damage/Vandalism of Property,13
11546,13,Sunday,May,Drug/Narcotic Offenses,2
11547,13,Sunday,May,Fraud Offenses,5
11548,13,Sunday,May,Larceny/Theft Offenses,35
11549,13,Sunday,May,Motor Vehicle Theft,2
11550,13,Sunday,May,Robbery,1
11551,13,Sunday,May,Sex Offenses,1
11518,13,Sunday,Jun,Assault Offenses,31
11519,13,Sunday,Jun,Burglary/Breaking & Entering,7
11520,13,Sunday,Jun,Destruction/Damage/Vandalism of Property,18
11521,13,Sunday,Jun,Drug/Narcotic Offenses,1
11522,13,Sunday,Jun,Fraud Offenses,10
11523,13,Sunday,Jun,Larceny/Theft Offenses,53
11524,13,Sunday,Jun,Motor Vehicle Theft,3
11525,13,Sunday,Jun,Robbery,4
11526,13,Sunday,Jun,"Sex Offenses, Non-forcible",1
11508,13,Sunday,Jul,Animal Cruelty,1
11509,13,Sunday,Jul,Assault Offenses,26
11510,13,Sunday,Jul,Burglary/Breaking & Entering,7
11511,13,Sunday,Jul,Counterfeiting/Forgery,1
11512,13,Sunday,Jul,Destruction/Damage/Vandalism of Property,11
11513,13,Sunday,Jul,Drug/Narcotic Offenses,1
11514,13,Sunday,Jul,Fraud Offenses,8
11515,13,Sunday,Jul,Larceny/Theft Offenses,26
11516,13,Sunday,Jul,Motor Vehicle Theft,3
11517,13,Sunday,Jul,"Sex Offenses, Non-forcible",2
11465,13,Sunday,Aug,Assault Offenses,29
11466,13,Sunday,Aug,Burglary/Breaking & Entering,3
11467,13,Sunday,Aug,Counterfeiting/Forgery,3
11468,13,Sunday,Aug,Destruction/Damage/Vandalism of Property,19
11469,13,Sunday,Aug,Drug/Narcotic Offenses,1
11470,13,Sunday,Aug,Fraud Offenses,6
11471,13,Sunday,Aug,Larceny/Theft Offenses,40
11472,13,Sunday,Aug,Motor Vehicle Theft,7
11473,13,Sunday,Aug,Robbery,1
11474,13,Sunday,Aug,Sex Offenses,1
11475,13,Sunday,Aug,Stolen Property Offenses,1
11577,13,Sunday,Sep,Assault Offenses,35
11578,13,Sunday,Sep,Burglary/Breaking & Entering,9
11579,13,Sunday,Sep,Destruction/Damage/Vandalism of Property,24
11580,13,Sunday,Sep,Drug/Narcotic Offenses,4
11581,13,Sunday,Sep,Extortion/Blackmail,1
11582,13,Sunday,Sep,Fraud Offenses,8
11583,13,Sunday,Sep,Larceny/Theft Offenses,53
11584,13,Sunday,Sep,Motor Vehicle Theft,4
11585,13,Sunday,Sep,Pornography/Obscene Material,1
11586,13,Sunday,Sep,Sex Offenses,3
11587,13,Sunday,Sep,Stolen Property Offenses,1
11588,13,Sunday,Sep,Weapon Law Violations,4
11563,13,Sunday,Oct,Arson,1
11564,13,Sunday,Oct,Assault Offenses,28
11565,13,Sunday,Oct,Burglary/Breaking & Entering,5
11566,13,Sunday,Oct,Counterfeiting/Forgery,1
11567,13,Sunday,Oct,Destruction/Damage/Vandalism of Property,18
11568,13,Sunday,Oct,Drug/Narcotic Offenses,1
11569,13,Sunday,Oct,Extortion/Blackmail,1
11570,13,Sunday,Oct,Fraud Offenses,17
11571,13,Sunday,Oct,Kidnapping/Abduction,1
11572,13,Sunday,Oct,Larceny/Theft Offenses,43
11573,13,Sunday,Oct,Motor Vehicle Theft,2
11574,13,Sunday,Oct,Robbery,1
11575,13,Sunday,Oct,Sex Offenses,1
11576,13,Sunday,Oct,Weapon Law Violations,1
11552,13,Sunday,Nov,Assault Offenses,25
11553,13,Sunday,Nov,Burglary/Breaking & Entering,6
11554,13,Sunday,Nov,Destruction/Damage/Vandalism of Property,22
11555,13,Sunday,Nov,Drug/Narcotic Offenses,4
11556,13,Sunday,Nov,Extortion/Blackmail,1
11557,13,Sunday,Nov,Fraud Offenses,10
11558,13,Sunday,Nov,Larceny/Theft Offenses,38
11559,13,Sunday,Nov,Robbery,1
11560,13,Sunday,Nov,Sex Offenses,1
11561,13,Sunday,Nov,Stolen Property Offenses,1
11562,13,Sunday,Nov,Weapon Law Violations,2
11476,13,Sunday,Dec,Arson,1
11477,13,Sunday,Dec,Assault Offenses,38
11478,13,Sunday,Dec,Burglary/Breaking & Entering,2
11479,13,Sunday,Dec,Destruction/Damage/Vandalism of Property,35
11480,13,Sunday,Dec,Extortion/Blackmail,1
11481,13,Sunday,Dec,Fraud Offenses,7
11482,13,Sunday,Dec,Kidnapping/Abduction,1
11483,13,Sunday,Dec,Larceny/Theft Offenses,41
11484,13,Sunday,Dec,Motor Vehicle Theft,2
11485,13,Sunday,Dec,Pornography/Obscene Material,2
11486,13,Sunday,Dec,Robbery,3
11487,13,Sunday,Dec,Sex Offenses,2
11488,13,Sunday,Dec,Stolen Property Offenses,1
11207,13,Monday,Jan,Arson,1
11208,13,Monday,Jan,Assault Offenses,28
11209,13,Monday,Jan,Burglary/Breaking & Entering,5
11210,13,Monday,Jan,Counterfeiting/Forgery,4
11211,13,Monday,Jan,Destruction/Damage/Vandalism of Property,13
11212,13,Monday,Jan,Drug/Narcotic Offenses,7
11213,13,Monday,Jan,Extortion/Blackmail,1
11214,13,Monday,Jan,Fraud Offenses,20
11215,13,Monday,Jan,Larceny/Theft Offenses,49
11216,13,Monday,Jan,Motor Vehicle Theft,7
11217,13,Monday,Jan,Pornography/Obscene Material,2
11218,13,Monday,Jan,Robbery,1
11219,13,Monday,Jan,Stolen Property Offenses,5
11198,13,Monday,Feb,Assault Offenses,35
11199,13,Monday,Feb,Burglary/Breaking & Entering,6
11200,13,Monday,Feb,Counterfeiting/Forgery,5
11201,13,Monday,Feb,Destruction/Damage/Vandalism of Property,17
11202,13,Monday,Feb,Drug/Narcotic Offenses,11
11203,13,Monday,Feb,Fraud Offenses,22
11204,13,Monday,Feb,Larceny/Theft Offenses,40
11205,13,Monday,Feb,Motor Vehicle Theft,6
11206,13,Monday,Feb,Sex Offenses,1
11250,13,Monday,Mar,Assault Offenses,24
11251,13,Monday,Mar,Burglary/Breaking & Entering,3
11252,13,Monday,Mar,Counterfeiting/Forgery,2
11253,13,Monday,Mar,Destruction/Damage/Vandalism of Property,13
11254,13,Monday,Mar,Drug/Narcotic Offenses,3
11255,13,Monday,Mar,Fraud Offenses,25
11256,13,Monday,Mar,Larceny/Theft Offenses,41
11257,13,Monday,Mar,Motor Vehicle Theft,3
11258,13,Monday,Mar,Sex Offenses,4
11156,13,Monday,Apr,Assault Offenses,32
11157,13,Monday,Apr,Burglary/Breaking & Entering,10
11158,13,Monday,Apr,Counterfeiting/Forgery,2
11159,13,Monday,Apr,Destruction/Damage/Vandalism of Property,13
11160,13,Monday,Apr,Drug/Narcotic Offenses,6
11161,13,Monday,Apr,Embezzlement,1
11162,13,Monday,Apr,Fraud Offenses,28
11163,13,Monday,Apr,Kidnapping/Abduction,1
11164,13,Monday,Apr,Larceny/Theft Offenses,63
11165,13,Monday,Apr,Motor Vehicle Theft,4
11166,13,Monday,Apr,Pornography/Obscene Material,2
11167,13,Monday,Apr,Robbery,1
11168,13,Monday,Apr,Sex Offenses,1
11169,13,Monday,Apr,"Sex Offenses, Non-forcible",3
11170,13,Monday,Apr,Stolen Property Offenses,2
11171,13,Monday,Apr,Weapon Law Violations,2
11259,13,Monday,May,Animal Cruelty,1
11260,13,Monday,May,Assault Offenses,20
11261,13,Monday,May,Burglary/Breaking & Entering,7
11262,13,Monday,May,Counterfeiting/Forgery,4
11263,13,Monday,May,Destruction/Damage/Vandalism of Property,12
11264,13,Monday,May,Drug/Narcotic Offenses,4
11265,13,Monday,May,Fraud Offenses,21
11266,13,Monday,May,Larceny/Theft Offenses,49
11267,13,Monday,May,Motor Vehicle Theft,1
11268,13,Monday,May,Pornography/Obscene Material,1
11269,13,Monday,May,Robbery,1
11270,13,Monday,May,Sex Offenses,4
11271,13,Monday,May,Stolen Property Offenses,1
11236,13,Monday,Jun,Assault Offenses,24
11237,13,Monday,Jun,Burglary/Breaking & Entering,7
11238,13,Monday,Jun,Counterfeiting/Forgery,7
11239,13,Monday,Jun,Destruction/Damage/Vandalism of Property,16
11240,13,Monday,Jun,Drug/Narcotic Offenses,3
11241,13,Monday,Jun,Fraud Offenses,23
11242,13,Monday,Jun,Kidnapping/Abduction,1
11243,13,Monday,Jun,Larceny/Theft Offenses,48
11244,13,Monday,Jun,Motor Vehicle Theft,7
11245,13,Monday,Jun,Pornography/Obscene Material,2
11246,13,Monday,Jun,Robbery,1
11247,13,Monday,Jun,Sex Offenses,5
11248,13,Monday,Jun,Stolen Property Offenses,1
11249,13,Monday,Jun,Weapon Law Violations,1
11220,13,Monday,Jul,Arson,1
11221,13,Monday,Jul,Assault Offenses,30
11222,13,Monday,Jul,Burglary/Breaking & Entering,12
11223,13,Monday,Jul,Counterfeiting/Forgery,6
11224,13,Monday,Jul,Destruction/Damage/Vandalism of Property,22
11225,13,Monday,Jul,Drug/Narcotic Offenses,5
11226,13,Monday,Jul,Embezzlement,2
11227,13,Monday,Jul,Fraud Offenses,26
11228,13,Monday,Jul,Kidnapping/Abduction,1
11229,13,Monday,Jul,Larceny/Theft Offenses,71
11230,13,Monday,Jul,Motor Vehicle Theft,6
11231,13,Monday,Jul,Robbery,2
11232,13,Monday,Jul,Sex Offenses,4
11233,13,Monday,Jul,"Sex Offenses, Non-forcible",1
11234,13,Monday,Jul,Stolen Property Offenses,1
11235,13,Monday,Jul,Weapon Law Violations,6
11172,13,Monday,Aug,Assault Offenses,30
11173,13,Monday,Aug,Burglary/Breaking & Entering,7
11174,13,Monday,Aug,Counterfeiting/Forgery,4
11175,13,Monday,Aug,Destruction/Damage/Vandalism of Property,20
11176,13,Monday,Aug,Drug/Narcotic Offenses,4
11177,13,Monday,Aug,Fraud Offenses,18
11178,13,Monday,Aug,Larceny/Theft Offenses,44
11179,13,Monday,Aug,Motor Vehicle Theft,3
11180,13,Monday,Aug,Pornography/Obscene Material,1
11181,13,Monday,Aug,Sex Offenses,2
11182,13,Monday,Aug,"Sex Offenses, Non-forcible",2
11183,13,Monday,Aug,Weapon Law Violations,2
11302,13,Monday,Sep,Assault Offenses,35
11303,13,Monday,Sep,Burglary/Breaking & Entering,13
11304,13,Monday,Sep,Counterfeiting/Forgery,2
11305,13,Monday,Sep,Destruction/Damage/Vandalism of Property,21
11306,13,Monday,Sep,Drug/Narcotic Offenses,7
11307,13,Monday,Sep,Embezzlement,1
11308,13,Monday,Sep,Fraud Offenses,19
11309,13,Monday,Sep,Kidnapping/Abduction,1
11310,13,Monday,Sep,Larceny/Theft Offenses,63
11311,13,Monday,Sep,Motor Vehicle Theft,6
11312,13,Monday,Sep,Pornography/Obscene Material,2
11313,13,Monday,Sep,Robbery,2
11314,13,Monday,Sep,Sex Offenses,4
11315,13,Monday,Sep,"Sex Offenses, Non-forcible",4
11316,13,Monday,Sep,Stolen Property Offenses,1
11317,13,Monday,Sep,Weapon Law Violations,1
11286,13,Monday,Oct,Assault Offenses,40
11287,13,Monday,Oct,Burglary/Breaking & Entering,6
11288,13,Monday,Oct,Counterfeiting/Forgery,3
11289,13,Monday,Oct,Destruction/Damage/Vandalism of Property,16
11290,13,Monday,Oct,Drug/Narcotic Offenses,6
11291,13,Monday,Oct,Embezzlement,1
11292,13,Monday,Oct,Fraud Offenses,20
11293,13,Monday,Oct,Gambling Offenses,1
11294,13,Monday,Oct,Larceny/Theft Offenses,64
11295,13,Monday,Oct,Motor Vehicle Theft,1
11296,13,Monday,Oct,Pornography/Obscene Material,1
11297,13,Monday,Oct,Robbery,2
11298,13,Monday,Oct,Sex Offenses,1
11299,13,Monday,Oct,"Sex Offenses, Non-forcible",1
11300,13,Monday,Oct,Stolen Property Offenses,1
11301,13,Monday,Oct,Weapon Law Violations,1
11272,13,Monday,Nov,Assault Offenses,32
11273,13,Monday,Nov,Burglary/Breaking & Entering,5
11274,13,Monday,Nov,Counterfeiting/Forgery,1
11275,13,Monday,Nov,Destruction/Damage/Vandalism of Property,23
11276,13,Monday,Nov,Drug/Narcotic Offenses,12
11277,13,Monday,Nov,Embezzlement,1
11278,13,Monday,Nov,Fraud Offenses,18
11279,13,Monday,Nov,Larceny/Theft Offenses,54
11280,13,Monday,Nov,Motor Vehicle Theft,3
11281,13,Monday,Nov,Robbery,2
11282,13,Monday,Nov,Sex Offenses,4
11283,13,Monday,Nov,"Sex Offenses, Non-forcible",1
11284,13,Monday,Nov,Stolen Property Offenses,1
11285,13,Monday,Nov,Weapon Law Violations,1
11184,13,Monday,Dec,Assault Offenses,33
11185,13,Monday,Dec,Burglary/Breaking & Entering,8
11186,13,Monday,Dec,Counterfeiting/Forgery,4
11187,13,Monday,Dec,Destruction/Damage/Vandalism of Property,22
11188,13,Monday,Dec,Drug/Narcotic Offenses,8
11189,13,Monday,Dec,Fraud Offenses,30
11190,13,Monday,Dec,Kidnapping/Abduction,1
11191,13,Monday,Dec,Larceny/Theft Offenses,73
11192,13,Monday,Dec,Motor Vehicle Theft,8
11193,13,Monday,Dec,Pornography/Obscene Material,1
11194,13,Monday,Dec,Robbery,1
11195,13,Monday,Dec,Sex Offenses,2
11196,13,Monday,Dec,"Sex Offenses, Non-forcible",1
11197,13,Monday,Dec,Weapon Law Violations,2
11803,13,Tuesday,Jan,Arson,1
11804,13,Tuesday,Jan,Assault Offenses,42
11805,13,Tuesday,Jan,Burglary/Breaking & Entering,11
11806,13,Tuesday,Jan,Counterfeiting/Forgery,6
11807,13,Tuesday,Jan,Destruction/Damage/Vandalism of Property,27
11808,13,Tuesday,Jan,Drug/Narcotic Offenses,12
11809,13,Tuesday,Jan,Embezzlement,1
11810,13,Tuesday,Jan,Extortion/Blackmail,1
11811,13,Tuesday,Jan,Fraud Offenses,26
11812,13,Tuesday,Jan,Larceny/Theft Offenses,50
11813,13,Tuesday,Jan,Motor Vehicle Theft,3
11814,13,Tuesday,Jan,Pornography/Obscene Material,2
11815,13,Tuesday,Jan,Sex Offenses,2
11816,13,Tuesday,Jan,"Sex Offenses, Non-forcible",1
11817,13,Tuesday,Jan,Stolen Property Offenses,3
11818,13,Tuesday,Jan,Weapon Law Violations,4
11789,13,Tuesday,Feb,Assault Offenses,23
11790,13,Tuesday,Feb,Burglary/Breaking & Entering,8
11791,13,Tuesday,Feb,Counterfeiting/Forgery,2
11792,13,Tuesday,Feb,Destruction/Damage/Vandalism of Property,14
11793,13,Tuesday,Feb,Drug/Narcotic Offenses,9
11794,13,Tuesday,Feb,Extortion/Blackmail,1
11795,13,Tuesday,Feb,Fraud Offenses,31
11796,13,Tuesday,Feb,Larceny/Theft Offenses,41
11797,13,Tuesday,Feb,Pornography/Obscene Material,1
11798,13,Tuesday,Feb,Robbery,2
11799,13,Tuesday,Feb,Sex Offenses,2
11800,13,Tuesday,Feb,"Sex Offenses, Non-forcible",4
11801,13,Tuesday,Feb,Stolen Property Offenses,2
11802,13,Tuesday,Feb,Weapon Law Violations,3
11845,13,Tuesday,Mar,Assault Offenses,20
11846,13,Tuesday,Mar,Burglary/Breaking & Entering,10
11847,13,Tuesday,Mar,Counterfeiting/Forgery,4
11848,13,Tuesday,Mar,Destruction/Damage/Vandalism of Property,8
11849,13,Tuesday,Mar,Drug/Narcotic Offenses,6
11850,13,Tuesday,Mar,Embezzlement,2
11851,13,Tuesday,Mar,Fraud Offenses,24
11852,13,Tuesday,Mar,Larceny/Theft Offenses,32
11853,13,Tuesday,Mar,Motor Vehicle Theft,2
11854,13,Tuesday,Mar,Sex Offenses,1
11855,13,Tuesday,Mar,"Sex Offenses, Non-forcible",1
11856,13,Tuesday,Mar,Stolen Property Offenses,1
11857,13,Tuesday,Mar,Weapon Law Violations,1
11749,13,Tuesday,Apr,Assault Offenses,31
11750,13,Tuesday,Apr,Burglary/Breaking & Entering,9
